Date,Store_Number,Store_Name,Address,City,Zip_Code,County_Number,County,Category,Category_Name,Vendor_Number,Vendor_Name,Item_Number,Item_Description,Pack,Bottle_Volume_(ml),State_Bottle_Cost,State_Bottle_Retail,Bottles_Sold,Sale_(Dollars),Volume_Sold_(Liters),Volume_Sold_(Gallons)
03/27/2013,2562,Hy-Vee Food Store / Fort Dodge,115 SOUTH 29TH ST,FORT DODGE,50501,94.0,Webster,1012200.0,SCOTCH WHISKIES,260.0,Diageo Americas,10008,Scoresby Rare Scotch,6,1750,10.22,15.33,6,91.98,10.5,2.77
11/09/2015,4819,Super Stop 2 / Altoona,2635 ADVENTURELAND DR,ALTOONA,50009,77.0,Polk,1032080.0,IMPORTED VODKA,115.0,"Constellation Wine Company, Inc.",34820,Svedka Vodka,12,750,8.25,12.38,2,24.76,1.5,0.4
08/27/2014,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,77.0,Polk,1031200.0,VODKA FLAVORED,259.0,Heaven Hill Brands,41320,Burnett's Watermelon,12,750,4.84,7.26,12,87.12,9.0,2.38
03/07/2017,2509,Hy-Vee / Drugtown #1 / Cedar Rapids,1520 6th St SW,Cedar Rapids,52404,57.0,LINN,1011200.0,Straight Bourbon Whiskies,421.0,SAZERAC COMPANY  INC,16518,Ancient Age Bourbon,6,1750,11.8,17.7,1,106.2,1.75,0.46
09/17/2013,4895,Big Discount Liquor,5427 CENTER POINT RD NE,CEDAR RAPIDS,52402,57.0,Linn,1081200.0,CREAM LIQUEURS,305.0,MHW Ltd,73052,Rumchata,12,375,7.41,11.12,12,133.44,4.5,1.19
02/05/2015,4140,Fareway Stores #900 / Euclid,100 EUCLID AVE,DES MOINES,50313,77.0,Polk,1032080.0,IMPORTED VODKA,370.0,Pernod Ricard USA/Austin Nichols,34006,Absolut Swedish Vodka 80 Prf,12,750,11.49,17.24,2,34.48,1.5,0.4
03/03/2016,3670,Wal-Mart 2827 / Coralville,2801 COMMERCE DR,CORALVILLE,52241,52.0,Johnson,1011100.0,BLENDED WHISKIES,260.0,Diageo Americas,25608,Seagrams 7 Crown Bl Whiskey,6,1750,11.96,17.94,6,107.64,10.5,2.77
06/26/2014,4158,Fareway Stores #409 / Carroll,709 MONTEREY DR,CARROLL,51401,14.0,Carroll,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434.0,Luxco-St Louis,45276,Paramount White Rum,12,750,4.0,6.0,12,72.0,9.0,2.38
10/27/2014,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,57.0,Linn,1081200.0,CREAM LIQUEURS,300.0,Mccormick Distilling Company,65199,Tequila Rose Liqueur,12,1000,12.0,18.0,2,36.0,2.0,0.53
12/11/2013,2200,Sac Liquor Store,619 E MAIN ST,SAC CITY,50583,81.0,Sac,1012100.0,CANADIAN WHISKIES,55.0,Sazerac North America,12408,Canadian Ltd Whisky,6,1750,7.94,12.51,12,150.12,21.0,5.55
05/14/2014,3947,Seaton's Flag Foods,122 A EAST FRONT ST,BROOKLYN,52211,79.0,Poweshiek,1062310.0,SPICED RUM,260.0,Diageo Americas,43338,Captain Morgan Spiced Rum,6,1750,17.75,26.62,24,638.88,42.0,11.1
12/28/2012,4328,Jr's On The Rocks,313 COLLEGE DR,DECORAH,52101,96.0,Winneshiek,1081200.0,CREAM LIQUEURS,260.0,Diageo Americas,68036,Bailey's Original Irish Cream,12,750,12.5,18.99,3,56.97,2.25,0.59
04/28/2015,4637,Kwik Shop #560 / Cedar Rapids,3301 J ST,CEDAR RAPIDS,52404,57.0,Linn,1081600.0,WHISKEY LIQUEUR,421.0,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,29.72,44.58,8,356.64,24.0,6.34
07/10/2013,2594,Hy-Vee Food Store / Sioux City,4500 SERGEANT ROAD,SIOUX CITY,51106,97.0,Woodbury,1051010.0,AMERICAN GRAPE BRANDIES,205.0,E AND J GALLO WINERY,52599,E & J Vs Brandy Round,12,1000,6.94,10.41,2,20.82,2.0,0.53
03/09/2016,3819,Quillins Decorah,915 SHORT ST,DECORAH,52101,96.0,Winneshiek,1052010.0,IMPORTED GRAPE BRANDIES,389.0,REMY COINTREAU USA         .,50686,St. Remy Vsop Napoleon Brandy,12,750,7.24,10.86,2,21.72,1.5,0.4
10/07/2015,5135,Fareway Stores #155 / Huxley,911 HWY 69,HUXLEY,50124,85.0,Story,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,9.45,14.68,6,88.08,10.5,2.77
11/29/2016,4959,Bani's,2128 College St,Cedar Falls,50613,7.0,BLACK HAWK,1062100.0,Gold Rum,35.0,BACARDI USA INC,43036,Bacardi Gold Rum,12,750,8.26,12.39,4,12.39,3.0,0.79
01/22/2013,2959,Dahl's / Merle Hay,4343 MERLE HAY ROAD,DES MOINES,50310,77.0,Polk,1012200.0,SCOTCH WHISKIES,370.0,Pernod Ricard USA/Austin Nichols,9426,Passport Scotch,12,750,7.0,10.49,12,125.88,9.0,2.38
06/12/2013,4418,KUM & GO #46 / WALNUT,1709 ANTIQUE CITY DR,WALNUT,51577,78.0,Pottawattamie,1081200.0,CREAM LIQUEURS,305.0,MHW Ltd,73050,Rumchata,6,750,12.5,18.75,6,112.5,4.5,1.19
03/10/2015,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,77.0,Polk,1062310.0,SPICED RUM,260.0,Diageo Americas,43296,Captain Morgan Silver Spiced Rum,12,750,8.5,12.75,12,153.0,9.0,2.38
11/13/2014,5034,Liquor Tobacco & Groceries,18 N MONROE AVE,MASON CITY,50401,17.0,Cerro Gordo,1032080.0,IMPORTED VODKA,35.0,"Bacardi U.S.A., Inc.",34433,Grey Goose Vodka,12,750,18.49,27.74,2,55.48,1.5,0.4
11/11/2015,3789,Wal-Mart 1393 / Oskaloosa,2203 A AVENUE WEST,OSKALOOSA,52577,62.0,Mahaska,1031080.0,VODKA 80 PROOF,260.0,Diageo Americas,37996,Smirnoff Vodka 80 Prf,12,750,8.25,12.38,12,148.56,9.0,2.38
08/07/2017,2554,Hy-Vee Food Store / Davenport,3019 Rockingham Road,Davenport,52802.0,82.0,SCOTT,1032200.0,Imported Flavored Vodka,370.0,PERNOD RICARD USA,34030,Absolut Citron (lemon Vodka),12,750,11.49,17.24,1,17.24,0.75,0.19
01/23/2014,4344,Spirits / Grimes,109 EAST 1ST ST STE B,GRIMES,50111,77.0,Polk,1081600.0,WHISKEY LIQUEUR,85.0,Brown-Forman Corporation,86884,Southern Comfort,24,375,4.54,6.8,2,13.6,0.75,0.2
12/09/2014,2620,Hy-Vee / Windsor Heights,7101 UNIVERSITY AVE,WINDSOR HEIGHTS,50311,77.0,Polk,1041100.0,AMERICAN DRY GINS,260.0,Diageo Americas,30318,Gordon's Gin London Dry - Pet,6,1750,11.0,16.5,6,99.0,10.5,2.77
04/25/2017,5392,Casey's General Store # 1861/ Bondurant,1455 Grant Street South,Bondurant,50035,77.0,POLK,1031100.0,American Vodkas,297.0,Laird & Company,35918,Five O'clock Vodka,6,1750,7.2,10.8,1,64.8,1.75,0.46
01/11/2017,2566,Hy-Vee Food Store / Knoxville,813 N Lincoln Ste 1,Knoxville,50138.0,63.0,MARION,1011200.0,Straight Bourbon Whiskies,65.0,Jim Beam Brands,19063,Jim Beam,48,200,3.41,5.12,3,5.12,0.6,0.15
08/18/2017,2628,Hy-Vee Food Store / Eldora,1616 Edgington,Eldora,50627,42.0,HARDIN,1081300.0,American Cordials & Liqueur,434.0,LUXCO INC,76487,Paramount Amaretto,12,1000,4.05,6.08,1,72.96,1.0,0.26
07/01/2014,4947,The Music Station,1420 W FIRST ST,CEDAR FALLS,50647,7.0,Black Hawk,1081600.0,WHISKEY LIQUEUR,85.0,Brown-Forman Corporation,86807,Southern Comfort Bold Black Cherry,12,750,9.85,14.78,3,44.34,2.25,0.59
04/02/2013,2593,Hy-Vee Food Store / Carroll,905 US HIGHWAY 30 WEST,CARROLL,51401,14.0,Carroll,1081390.0,IMPORTED SCHNAPPS,421.0,"Sazerac Co., Inc.",69666,Dr. Mcgillicuddy's Vanilla,12,750,8.66,12.99,4,51.96,3.0,0.79
10/23/2013,2635,Hy-Vee #4 / Davenport,4064 E 53RD ST,DAVENPORT,52807,82.0,Scott,1012200.0,SCOTCH WHISKIES,240.0,"WILLIAM GRANT AND SONS, INC.",5106,Grant's Blended Scotch,12,750,10.5,15.75,6,94.5,4.5,1.19
09/09/2013,4874,Z's Quickbreak,"201, E WASHINGTON ST",MOUNT PLEASANT,52641,44.0,Henry,1031200.0,VODKA FLAVORED,380.0,Phillips Beverage Company,41693,Uv Blue (raspberry) Vodka,12,750,6.5,9.74,6,58.44,4.5,1.19
05/10/2012,4481,THE LIQUOR HOUSE,425 GILBERT ST,IOWA CITY,52240,52.0,Johnson,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,9.7,14.92,6,89.52,10.5,2.77
06/16/2016,5102,Wilkie Liquors,724 1st  St  SE,Mount Vernon,52314,57.0,Linn,1042100.0,IMPORTED DRY GINS,370.0,Pernod Ricard USA/Austin Nichols,28088,Beefeater Gin,6,1750,22.49,33.74,2,67.48,3.5,0.92
06/14/2017,5106,Barnes Food Land,622 10th  St,DeWitt,52742.0,23.0,CLINTON,1032100.0,Imported Vodkas,260.0,DIAGEO AMERICAS,34456,Ketel One Imported Vodka,12,750,12.5,18.75,1,18.75,0.75,0.19
05/22/2012,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,82.0,Scott,1081330.0,PEACH SCHNAPPS,65.0,Jim Beam Brands,82847,Dekuyper Peachtree,12,1000,7.35,11.02,4,44.08,4.0,1.06
09/04/2013,2656,Hy-Vee Food Store / Corning,300  10TH ST,CORNING,51632,22.0,Clayton,1012300.0,IRISH WHISKIES,370.0,Pernod Ricard USA/Austin Nichols,15626,Jameson,12,750,14.49,21.74,2,43.48,1.5,0.4
04/06/2015,2555,Hy-Vee Food Store / Keokuk,3111 MAIN,KEOKUK,52632,56.0,Lee,1012210.0,SINGLE MALT SCOTCH,370.0,Pernod Ricard USA/Austin Nichols,5061,Glenlivet 15 Year French Oak,6,750,28.99,43.49,2,86.98,1.5,0.4
05/26/2016,5251,Northside Liquor,"1303, North Federal",Mason City,50401,,,1081600.0,WHISKEY LIQUEUR,421.0,"Sazerac Co., Inc.",86888,Southern Comfort PET,6,1750,20.26,30.39,6,182.34,10.5,2.77
09/30/2015,4674,Kum & Go #227 / Ames,2108 ISSAC NEWTON DR,AMES,50010,85.0,Story,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,5.23,7.85,24,188.4,18.0,4.76
10/23/2013,4167,"Iowa Street Market, Inc.",1256 IOWA ST,DUBUQUE,52001,31.0,Dubuque,1011100.0,BLENDED WHISKIES,65.0,Jim Beam Brands,24457,Kessler Blend Whiskey,12,1000,7.08,10.62,12,127.44,12.0,3.17
11/09/2016,2500,Hy-Vee Food Store #1 / Ames,3800 W Lincoln Way,Ames,50010,85.0,STORY,1031200.0,American Flavored Vodka,260.0,DIAGEO AMERICAS,77740,Smirnoff Raspberry,12,750,8.25,12.38,1,148.56,0.75,0.19
05/17/2016,5259,Gameday Liquor,"924, Locust St",Glenwood,51534,,,1071100.0,AMERICAN COCKTAILS,395.0,Proximo,58875,Jose Cuervo Golden Margarita,6,1750,10.5,15.75,6,94.5,10.5,2.77
09/03/2013,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,77.0,Polk,1052010.0,IMPORTED GRAPE BRANDIES,420.0,"Moet Hennessy USA, Inc.",48099,Hennessy VS,24,200,5.24,7.87,2,15.74,0.4,0.11
10/17/2016,2604,Hy-Vee Wine and Spirits / Lemars,1201 12th Ave SW,Lemars,51031,75.0,Plymouth,1070000.0,Cocktails / RTD,421.0,SAZERAC COMPANY  INC,59231,Ice Box Mudslide,6,1750,5.76,9.14,1,60.84,1.75,0.46
11/25/2013,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,85.0,Story,1032080.0,IMPORTED VODKA,115.0,"Constellation Wine Company, Inc.",34821,Svedka Vodka,6,1750,14.75,22.13,2,44.26,3.5,0.92
04/20/2015,2535,Hy-Vee Food Store #1 / WDM,1700 VALLEY WEST DR,WEST DES MOINES,50265,77.0,Polk,1071100.0,AMERICAN COCKTAILS,55.0,Sazerac North America,57125,Chi-Chi's Gold Margarita,6,1750,6.0,9.25,6,55.5,10.5,2.77
04/16/2015,4380,Kum & Go #254 / West Branch,620 S DOWNEY ST,WEST BRANCH,52358,16.0,Cedar,1031080.0,VODKA 80 PROOF,434.0,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,7.17,10.76,6,64.56,10.5,2.77
09/09/2013,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,77.0,Polk,1032200.0,IMPORTED VODKA - MISC,395.0,Proximo,33773,Three Olives Tartz,12,750,11.17,16.76,6,100.56,4.5,1.19
07/16/2013,4738,Casey's General Store #2284 / Counci,"1030, VETERAN MEMORIAL HWY",COUNCIL BLUFFS,51501,78.0,Pottawattamie,1081330.0,PEACH SCHNAPPS,65.0,Jim Beam Brands,82846,Dekuyper Luscious Peachtree Schnapps,12,750,6.3,9.45,12,113.4,9.0,2.38
02/15/2012,3712,Monte Spirits,109 N 4TH ST,MONTEZUMA,50171,79.0,Poweshiek,1011300.0,TENNESSEE WHISKIES,85.0,Brown-Forman Corporation,26827,Jack Daniels Old #7 Black Lbl,12,1000,16.43,24.64,12,295.68,12.0,3.17
09/06/2012,4196,Fareway Stores #987 / Davenport,1635 WEST 53RD ST,DAVENPORT,52806,82.0,Scott,1062310.0,SPICED RUM,240.0,"WILLIAM GRANT AND SONS, INC.",45886,Sailor Jerry Spiced Navy Rum,12,750,8.41,12.62,6,75.72,4.5,1.19
10/20/2015,2508,Hy-Vee Food Store #1 / Cedar Rapids,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,57.0,Linn,1011300.0,TENNESSEE WHISKIES,85.0,Brown-Forman Corporation,26827,Jack Daniels Old #7 Black Lbl,12,1000,18.38,27.57,12,330.84,12.0,3.17
08/06/2012,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,57.0,Linn,1062300.0,FLAVORED RUM,370.0,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,10.0,14.99,36,539.64,36.0,9.51
03/04/2015,2572,Hy-Vee Food Store / Cedar Falls,6301 UNIVERSITY,CEDAR FALLS,50613,7.0,Black Hawk,1081600.0,WHISKEY LIQUEUR,421.0,"Sazerac Co., Inc.",64867,Fireball Cinnamon Whiskey,12,1000,11.34,17.01,12,204.12,12.0,3.17
12/22/2015,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,85.0,Story,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,192.0,Sidney Frank Importing Co.,65257,Jagermeister Liqueur,12,1000,15.54,23.31,12,279.72,12.0,3.17
06/15/2017,4997,Downtown Pantry,"218, 6th Ave #101",Des Moines,50309.0,77.0,POLK,1031100.0,American Vodkas,421.0,SAZERAC COMPANY  INC,36974,Nikolai Vodka,24,375,1.71,2.57,10,61.68,3.75,0.99
04/29/2013,4209,Wal-Mart 5748 / Grimes,2150 EAST 1ST ST,GRIMES,50111,77.0,Polk,1011500.0,STRAIGHT RYE WHISKIES,255.0,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.08,27.13,12,325.56,9.0,2.38
03/29/2016,4945,Osage Liquors,"508, MAIN ST",OSAGE,50461,66.0,Mitchell,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11777,Black Velvet,12,1000,6.63,9.95,12,119.4,12.0,3.17
09/01/2017,4786,Casey's General Store #1706 / Winterset,1021 N 1st St,Winterset,50273,61.0,MADISON,1062400.0,Spiced Rum,353.0,"John Ernest Distillery, Inc.",74936,Holy Hell,12,750,9.5,14.25,3,14.25,2.25,0.59
07/05/2012,2558,Hy-Vee Food Store / Mount Pleasant,1700 E WASHINGTON,MOUNT PLEASANT,52641,44.0,Henry,1081300.0,PEPPERMINT SCHNAPPS,434.0,Luxco-St Louis,81204,Paramount Peppermint Schnapps,24,375,2.27,3.41,12,40.92,4.5,1.19
06/30/2014,4820,Lil' Chubs Corner Stop,712 S OAK ST,INWOOD,51240,60.0,Lyon,1081390.0,IMPORTED SCHNAPPS,421.0,"Sazerac Co., Inc.",69638,Dr. Mcgillicuddy's Cherry Schnapps,6,1750,14.66,21.99,3,65.97,5.25,1.39
04/17/2017,3679,FRANKLIN STREET FLORAL & GIFT,103 Franklin St,Monona,52159.0,22.0,CLAYTON,1081400.0,American Schnapps,434.0,LUXCO INC,80574,Arrow Peppermint Schnapps,24,375,2.26,3.39,3,3.39,1.12,0.29
04/12/2017,3723,J D Spirits Liquor,1023  9th St,Onawa,51040.0,67.0,MONONA,1012100.0,Canadian Whiskies,115.0,CONSTELLATION BRANDS INC,11771,Black Velvet Mini,10,600,6.8,10.2,3,10.2,1.8,0.47
04/08/2013,4150,Fareway Stores #951 / Waterloo,40  W SAN MARNAN,WATERLOO,50701,7.0,Black Hawk,1071100.0,AMERICAN COCKTAILS,65.0,Jim Beam Brands,63545,Sauza Sparkling Lime Margarita,12,750,6.82,10.23,12,122.76,9.0,2.38
05/16/2017,3625,Wal-Mart 0892 / Ankeny,1002 SE National Dr,Ankeny,50021,77.0,POLK,1041100.0,American Dry Gins,370.0,PERNOD RICARD USA,32236,Seagrams Extra Dry Gin,12,750,6.49,9.74,1,116.88,0.75,0.19
05/14/2015,4668,Clear Lake Payless Foods,20 SOUTH 4TH ST,CLEAR LAKE,50428,17.0,Cerro Gordo,1062310.0,SPICED RUM,395.0,Proximo,46504,Kraken Black Spiced Rum,12,750,10.0,15.0,4,60.0,3.0,0.79
12/19/2013,2549,Hy-Vee Food Store / Indianola,910 N JEFFERSON,INDIANOLA,50125,91.0,Warren,1012210.0,SINGLE MALT SCOTCH,420.0,"Moet Hennessy USA, Inc.",5105,Glenmorangie Quinta Ruban,6,750,27.5,41.25,2,82.5,1.5,0.4
07/11/2016,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320,77.0,Polk,1022100.0,TEQUILA,421.0,"Sazerac Co., Inc.",88767,Tortilla White Tequila,12,1000,6.64,9.96,12,119.52,12.0,3.17
12/07/2016,2614,Hy-Vee #3 Food and Drugstore,1823 E Kimberly Rd,Davenport,52807.0,82.0,SCOTT,1081000.0,American Cordials & Liqueurs,65.0,Jim Beam Brands,73526,Dekuyper Melon Liqueur,12,750,6.3,9.45,4,9.45,3.0,0.79
05/18/2016,2548,Hy-Vee Food Store / Altoona,100 8th Street SW,Altoona,50009,77.0,Polk,1081600.0,WHISKEY LIQUEUR,421.0,"Sazerac Co., Inc.",86881,Southern Comfort Mini,12,500,4.71,7.07,1,7.07,0.5,0.13
10/10/2016,3494,Sam's Club 6514 / Waterloo,210 East Tower Park Dr,Waterloo,50702,7.0,BLACK HAWK,1081000.0,American Cordials & Liqueurs,434.0,LUXCO INC,76487,Paramount Amaretto,12,1000,4.05,6.08,1,72.96,1.0,0.26
07/25/2016,5236,"Giggle Juice Liquor Station, LLC",600 W Main St,Anamosa,52205,,,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,Jim Beam Brands,19067,Jim Beam,12,1000,12.59,18.89,12,226.68,12.0,3.17
10/29/2012,2248,Ingersoll Liquor and Beverage,3500 INGERSOLL AVE,DES MOINES,50312,77.0,Polk,1011100.0,BLENDED WHISKIES,65.0,Jim Beam Brands,24453,Kessler Blend Whiskey,48,200,1.76,2.64,6,15.84,1.2,0.32
06/01/2017,5416,Depot Liquor & Grocery,114 N Center St.,Marshalltown,50158.0,64.0,MARSHALL,1031100.0,American Vodkas,380.0,Phillips Beverage,39759,UV Candy Bar Mini,12,500,4.4,6.6,1,6.6,0.5,0.13
10/31/2013,4478,U S Gas,"3000, SW 9th ST",DES MOINES,50315,77.0,Polk,1031080.0,VODKA 80 PROOF,380.0,Phillips Beverage Company,37346,Phillips Vodka,12,750,3.57,5.35,12,64.2,9.0,2.38
04/13/2017,3670,Wal-Mart 2827 / Coralville,2801 Commerce Dr,Coralville,52241.0,52.0,JOHNSON,1071100.0,Cocktails /RTD,35.0,BACARDI USA INC,56850,Bacardi Party Drinks Bahama Mama,6,1750,6.98,10.47,1,62.82,1.75,0.46
05/25/2017,4603,Kum & Go #208 / SE 14th DM,3200 SE 14th St,Des Moines,50320.0,77.0,POLK,1062400.0,Spiced Rum,260.0,DIAGEO AMERICAS,43334,Captain Morgan Spiced Rum,24,375,5.0,7.5,12,7.5,4.5,1.18
06/14/2012,4282,Point Liquor and Tobacco /,4107 CENTER POINT RD,CEDAR RAPIDS,52402,57.0,Linn,1031200.0,VODKA FLAVORED,380.0,Phillips Beverage Company,41693,Uv Blue (raspberry) Vodka,12,750,6.25,9.49,6,56.94,4.5,1.19
04/28/2015,4774,Casey's General Store #3034 / Esther,"1615, CENTRAL AVE",ESTHERVILLE,51334,32.0,Emmet,1012100.0,CANADIAN WHISKIES,115.0,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,10.45,15.68,6,94.08,10.5,2.77
10/30/2012,3841,Hartig Drug Company #2 / Locust,157 LOCUST ST,DUBUQUE,52001,31.0,Dubuque,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434.0,Luxco-St Louis,46351,Hawkeye Light Rum,12,1000,4.22,6.33,1,6.33,1.0,0.26
04/03/2012,3858,Harolds Jack N Jill / Davenport,6723 NW BLVD UNIT 2,DAVENPORT,52806,82.0,Scott,1081900.0,MISC. AMERICAN CORDIALS & LIQUEURS,322.0,Prestige Wine and Spirits Group,75210,Kinky Liqueur,6,750,10.0,15.0,12,180.0,9.0,2.38
09/10/2015,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,77.0,Polk,1041100.0,AMERICAN DRY GINS,370.0,Pernod Ricard USA/Austin Nichols,32236,Seagrams Extra Dry Gin,12,750,6.49,9.74,12,116.88,9.0,2.38
04/06/2015,3631,Audubon Food Pride,104 MARKET ST PO BOX 206,AUDUBON,50025,5.0,Audubon,1031080.0,VODKA 80 PROOF,434.0,Luxco-St Louis,36307,Hawkeye Vodka,12,1000,4.05,6.08,12,72.96,12.0,3.17
10/06/2014,2569,Hy-Vee Food Store #2 / Cedar Rapids,279 COLLINS ROAD NE,CEDAR RAPIDS,52402,57.0,Linn,1032200.0,IMPORTED VODKA - MISC,65.0,Jim Beam Brands,35626,Pinnacle Whipped,12,750,6.88,10.82,12,129.84,9.0,2.38
02/02/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,50320.0,77.0,POLK,1082000.0,Imported Cordials & Liqueurs,35.0,BACARDI USA INC,66836,St. Germain,6,750,20.0,30.0,1,180.0,0.75,0.19
03/06/2013,2642,Hy-Vee Wine and Spirits / Pella,512 E OSKALOOSA,PELLA,50219,63.0,Marion,1081900.0,MISC. AMERICAN CORDIALS & LIQUEURS,322.0,Prestige Wine and Spirits Group,75208,Kinky Liqueur Mini,6,500,6.62,9.93,3,29.79,1.5,0.4
01/05/2016,4006,Larchwood Offsale,913 BROWN ST PO BOX 326,LARCHWOOD,51241,60.0,Lyon,1012100.0,CANADIAN WHISKIES,65.0,Jim Beam Brands,15247,Windsor Canadian,12,1000,6.81,10.22,12,122.64,12.0,3.17
10/31/2016,4051,Fareway Stores #639 / Maquoketa,110 Westgate Dr,Maquoketa,52060,49.0,JACKSON,1011100.0,Blended Whiskies,65.0,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11.01,16.52,1,99.12,1.75,0.46
01/14/2015,3717,The Liquor Stop / Sumner,201 W 1st ST,SUMNER,50674,9.0,Bremer,1031080.0,VODKA 80 PROOF,434.0,Luxco-St Louis,36307,Hawkeye Vodka,12,1000,4.05,6.08,4,24.32,4.0,1.06
09/29/2014,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,77.0,Polk,1041100.0,AMERICAN DRY GINS,434.0,Luxco-St Louis,31657,Paramount Gin,12,1000,4.3,6.45,12,77.4,12.0,3.17
02/02/2017,3899,Wal-Mart 3762 / WDM,6365 Stagecoach Dr,West Des Moines,50266.0,77.0,POLK,1012100.0,Canadian Whiskies,260.0,DIAGEO AMERICAS,10807,Crown Royal Regal Apple,12,750,15.07,22.61,1,271.32,0.75,0.19
03/18/2015,3842,Bancroft Liquor Store,107 N PORTLAND ST PO BX 222,BANCROFT,50517,55.0,Kossuth,1081390.0,IMPORTED SCHNAPPS,421.0,"Sazerac Co., Inc.",69654,Dr. Mcgillicuddy's Mint Schnapps,24,375,5.33,8.0,1,8.0,0.38,0.1
08/13/2014,3400,Last Stop Beverage Shop,2839 E. UNIVERSITY,DES MOINES,50317,77.0,Polk,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,Jim Beam Brands,19064,Jim Beam,24,375,4.76,7.14,24,171.36,9.0,2.38
03/16/2016,3964,Sioux Food Center of Sioux Rapids,621 HWY 71,SIOUX RAPIDS,50585,11.0,Buena Vista,1081600.0,WHISKEY LIQUEUR,421.0,"Sazerac Co., Inc.",86887,Southern Comfort,12,1000,12.97,19.46,4,77.84,4.0,1.06
02/19/2014,3973,Mmdg Spirits / Ames,126A WELCH AVE,AMES,50014,85.0,Story,1032200.0,IMPORTED VODKA - MISC,65.0,Jim Beam Brands,35626,Pinnacle Whipped,12,750,6.88,10.82,3,32.46,2.25,0.59
02/11/2014,4877,World Liquor & Tobacco,1775 NW 86TH ST,CLIVE,50325,77.0,Polk,1062310.0,SPICED RUM,259.0,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,11.55,17.32,6,103.92,10.5,2.77
02/13/2012,4331,Moore's Foods,303 HIGHWAY 150 N,WEST UNION,52175,33.0,Fayette,1011300.0,TENNESSEE WHISKIES,85.0,Brown-Forman Corporation,26826,Jack Daniels Old #7 Black Lbl,12,750,13.01,19.51,12,234.12,9.0,2.38
12/16/2014,3676,T and M Foods,107 E TRAER,GREENE,50636,12.0,Butler,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,192.0,Sidney Frank Importing Co.,65254,Jagermeister Liqueur,24,375,6.52,9.78,2,19.56,0.75,0.2
04/19/2016,3390,Okoboji Avenue Liquor,1610 OKOBOJI AVENUE,MILFORD,51351,30.0,Dickinson,1081390.0,IMPORTED SCHNAPPS,421.0,"Sazerac Co., Inc.",69638,Dr. Mcgillicuddy's Cherry Schnapps,6,1750,14.66,21.99,6,131.94,10.5,2.77
07/11/2017,4252,Fareway Stores #840 / Monticello,433 N Farley St,Monticello,52310,53.0,JONES,1011200.0,Straight Bourbon Whiskies,260.0,DIAGEO AMERICAS,17086,Bulleit Bourbon,12,750,15.0,22.5,1,22.5,0.75,0.19
12/08/2015,4937,ROCSTOP,1310 W SHERIDAN AVE,SHENANDOAH,51601,73.0,Page,1031080.0,VODKA 80 PROOF,434.0,Luxco-St Louis,36304,Hawkeye Vodka,24,375,1.86,2.79,24,66.96,9.0,2.38
06/16/2014,2521,Hy-Vee Food and Drug / Grand / WDM,1990 GRAND AVENUE,WEST DES MOINES,50265,77.0,Polk,1012100.0,CANADIAN WHISKIES,260.0,Diageo Americas,10836,Crown Royal Black,12,750,17.0,25.49,4,101.96,3.0,0.79
